date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
2023-09-13,21:30,Série A,Matchweek 23,Wed,Away,L,1,2,Internacional,1.4,1.0,56.0,20763.0,Rafinha,4-4-1-1,Paulo Zanovelli,Match Report,,10,2,16.8,0.0,1,1,2023,Sao Paulo
2023-09-20,21:30,Série A,Matchweek 24,Wed,Home,L,1,2,Fortaleza,1.6,1.1,73.0,24777.0,Luciano,4-2-3-1,Yuri Elino Ferreira da Cruz,Match Report,,12,6,20.6,1.0,0,1,2023,Sao Paulo
2023-09-27,19:00,Série A,Matchweek 22,Wed,Home,W,2,1,Coritiba,1.6,0.8,63.0,,Luciano,4-2-3-1,Savio Pereira,Match Report,,13,4,24.0,1.0,1,1,2023,Sao Paulo
2023-09-30,18:30,Série A,Matchweek 25,Sat,Home,W,2,1,Corinthians,2.3,0.2,54.0,,Rafinha,4-2-3-1,Flavio Rodrigues de Souza,Match Report,,22,8,18.1,1.0,0,0,2023,Sao Paulo
2023-10-07,18:30,Série A,Matchweek 26,Sat,Away,D,0,0,Vasco da Gama,1.4,0.9,62.0,,Lucas Moura,4-2-3-1,Braulio da Silva Machado,Match Report,,11,3,23.8,2.0,0,1,2023,Sao Paulo
2023-10-18,21:30,Série A,Matchweek 27,Wed,Away,L,0,2,Goiás,0.5,0.5,74.0,12685.0,Rafinha,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,,8,3,18.7,0.0,0,0,2023,Sao Paulo
2023-10-21,18:30,Série A,Matchweek 28,Sat,Home,W,3,0,Grêmio,3.2,0.1,57.0,47132.0,Rafinha,4-2-3-1,André Luiz Skettino Policarpo Bento,Match Report,,20,7,15.8,0.0,0,0,2023,Sao Paulo
2023-10-25,20:00,Série A,Matchweek 29,Wed,Away,L,0,5,Palmeiras,0.1,2.4,54.0,,Rafinha,4-2-3-1,Raphael Claus,Match Report,,3,0,28.6,2.0,0,0,2023,Sao Paulo
2023-10-29,16:00,Série A,Matchweek 30,Sun,Away,D,1,1,Ath Paranaense,0.6,1.2,57.0,,Luciano,4-2-3-1,Rafael Rodrigo Klein,Match Report,,5,2,17.2,0.0,0,0,2023,Sao Paulo
2023-11-02,20:00,Série A,Matchweek 31,Thu,Home,W,1,0,Cruzeiro,0.7,1.0,55.0,,Rafinha,4-2-3-1,Wilton Pereira Sampaio,Match Report,,13,5,18.3,0.0,0,0,2023,Sao Paulo
2023-11-08,20:00,Série A,Matchweek 33,Wed,Home,W,1,0,Bragantino,2.0,0.5,57.0,,Rafinha,4-2-3-1,Flavio de Souza,Match Report,,14,4,17.9,1.0,1,1,2023,Sao Paulo
2023-11-12,18:30,Série A,Matchweek 34,Sun,Away,D,0,0,Santos,1.2,0.6,70.0,,Rafinha,4-2-3-1,Raphael Claus,Match Report,,13,3,18.1,0.0,0,0,2023,Sao Paulo
2023-11-22,21:30,Série A,Matchweek 32,Wed,Away,L,0,1,Fluminense,0.1,1.0,41.0,,Rafinha,4-2-3-1,André Luiz Skettino Policarpo Bento,Match Report,,4,1,21.4,1.0,0,0,2023,Sao Paulo
2023-11-26,18:30,Série A,Matchweek 35,Sun,Home,D,0,0,Cuiabá,0.8,0.1,62.0,,Luciano,4-2-3-1,Paulo Zanovelli,Match Report,,19,4,22.6,2.0,0,0,2023,Sao Paulo
2023-11-29,20:00,Série A,Matchweek 36,Wed,Away,W,1,0,Bahia,1.0,0.9,67.0,46288.0,Rafinha,4-2-3-1,Braulio Machado,Match Report,,14,5,23.1,2.0,0,0,2023,Sao Paulo
2023-12-02,21:00,Série A,Matchweek 37,Sat,Away,L,1,2,Atlético Mineiro,1.9,0.8,52.0,53856.0,Rafinha,4-2-3-1,Savio Pereira,Match Report,,15,4,24.4,0.0,1,1,2023,Sao Paulo
2023-12-06,21:30,Série A,Matchweek 38,Wed,Home,W,1,0,Flamengo,0.5,0.4,43.0,36618.0,Luciano,4-2-3-1,Caio Max Augusto Vieira,Match Report,,9,3,21.4,0.0,0,0,2023,Sao Paulo
2023-04-15,16:00,Série A,Matchweek 1,Sat,Away,L,1,2,Palmeiras,1.0,3.0,48.0,35835.0,Walter,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,12,4,17.5,0.0,0,0,2023,Cuiaba
2023-04-22,17:30,Série A,Matchweek 2,Sat,Home,D,1,1,Bragantino,1.2,0.9,34.0,9267.0,Marllon Borges,4-2-3-1,Caio Max Augusto Vieira,Match Report,,14,3,17.2,0.0,0,0,2023,Cuiaba
2023-04-30,17:30,Série A,Matchweek 3,Sun,Home,L,1,2,Grêmio,1.2,1.7,50.0,21385.0,Marllon Borges,4-2-3-1,Bruno Arleu de Araujo,Match Report,,15,4,19.4,1.0,0,0,2023,Cuiaba
2023-05-07,11:00,Série A,Matchweek 4,Sun,Away,W,2,1,América (MG),0.5,1.4,54.0,5228.0,Marllon Borges,4-2-3-1,Denis da Silva Ribeiro Serafim,Match Report,,9,5,23.0,1.0,0,0,2023,Cuiaba
2023-05-10,19:00,Série A,Matchweek 5,Wed,Home,L,0,4,Atlético Mineiro,0.2,2.8,47.0,12029.0,Marllon Borges,4-2-3-1,Wilton Sampaio,Match Report,,7,1,28.3,1.0,0,0,2023,Cuiaba
2023-05-13,18:30,Série A,Matchweek 6,Sat,Away,L,0,2,Fluminense,0.9,0.9,39.0,39040.0,Marllon Borges,4-2-3-1,Edina Alves Batista,Match Report,,13,2,21.6,0.0,0,0,2023,Cuiaba
2023-05-22,20:00,Série A,Matchweek 7,Mon,Away,W,1,0,Cruzeiro,1.2,1.2,35.0,15722.0,Walter,4-3-3,Savio Pereira,Match Report,,15,2,18.5,0.0,0,0,2023,Cuiaba
2023-05-27,17:30,Série A,Matchweek 8,Sat,Home,D,1,1,Coritiba,0.7,1.0,43.0,8660.0,Walter,4-3-3,Denis da Silva Ribeiro Serafim,Match Report,,9,3,17.3,0.0,0,0,2023,Cuiaba
2023-06-04,18:30,Série A,Matchweek 9,Sun,Away,W,1,0,Goiás,1.2,0.4,45.0,6987.0,Walter,4-2-3-1,Marcelo de Lima Henrique,Match Report,,15,8,22.6,1.0,0,0,2023,Cuiaba
2023-06-10,18:30,Série A,Matchweek 10,Sat,Away,D,1,1,Corinthians,0.7,1.4,39.0,40512.0,Walter,4-2-3-1,André Luiz Skettino Policarpo Bento,Match Report,,10,2,19.1,1.0,0,0,2023,Cuiaba
2023-06-22,19:00,Série A,Matchweek 11,Thu,Home,L,0,1,Botafogo (RJ),1.1,1.2,52.0,13981.0,Walter,4-1-4-1,Flavio Rodrigues de Souza,Match Report,,23,9,22.0,1.0,0,0,2023,Cuiaba
2023-06-26,21:00,Série A,Matchweek 12,Mon,Away,L,0,1,Vasco da Gama,0.6,1.7,55.0,,Walter,4-3-3,Rafael Rodrigo Klein,Match Report,,14,3,21.3,0.0,0,0,2023,Cuiaba
2023-07-02,17:30,Série A,Matchweek 13,Sun,Home,W,3,0,Santos,1.1,0.3,48.0,13477.0,Walter,4-3-3,Bruno Mota Correia,Match Report,,15,6,21.5,0.0,0,0,2023,Cuiaba
2023-07-08,15:00,Série A,Matchweek 14,Sat,Home,D,1,1,Bahia,1.5,0.3,42.0,10149.0,Walter,4-3-3,Wagner do Nascimento Magalhães,Match Report,,9,5,25.6,1.0,1,1,2023,Cuiaba
2023-07-16,16:00,Série A,Matchweek 15,Sun,Away,W,1,0,Fortaleza,0.7,0.9,32.0,43048.0,Walter,4-3-3,Yuri Elino Ferreira da Cruz,Match Report,,7,1,25.2,0.0,0,0,2023,Cuiaba
2023-07-22,17:30,Série A,Matchweek 16,Sat,Home,W,2,1,São Paulo,2.2,0.9,29.0,34072.0,Walter,4-3-3,Bruno Mota Correia,Match Report,,11,5,25.6,0.0,1,2,2023,Cuiaba
2023-07-29,16:00,Série A,Matchweek 17,Sat,Away,W,2,1,Internacional,1.0,1.0,31.0,32020.0,Walter,4-3-3,Matheus Delgado Candançan,Match Report,,12,5,15.0,0.0,0,0,2023,Cuiaba
2023-08-06,19:00,Série A,Matchweek 18,Sun,Home,W,3,0,Flamengo,1.9,0.8,38.0,33091.0,Walter,4-3-3,Anderson Daronco,Match Report,,17,6,23.3,0.0,0,0,2023,Cuiaba
2023-08-15,20:00,Série A,Matchweek 19,Tue,Away,L,0,2,Ath Paranaense,1.1,0.8,46.0,18444.0,Walter,4-3-3,Arthur Gomes Rabelo,Match Report,,11,1,23.5,0.0,0,0,2023,Cuiaba
2023-08-19,17:30,Série A,Matchweek 20,Sat,Home,L,0,2,Palmeiras,0.7,1.7,53.0,19115.0,Walter,4-3-3,André Luiz Skettino Policarpo Bento,Match Report,,13,2,16.0,0.0,0,0,2023,Cuiaba
2023-08-27,11:00,Série A,Matchweek 21,Sun,Away,L,0,2,Bragantino,0.5,1.5,37.0,3683.0,Walter,4-3-3,Bruno Mota Correia,Match Report,,6,3,16.4,0.0,0,0,2023,Cuiaba
2023-09-03,11:00,Série A,Matchweek 22,Sun,Away,L,0,2,Grêmio,1.1,0.7,57.0,39339.0,Walter,3-4-3,Yuri Elino Ferreira da Cruz,Match Report,,17,3,20.6,1.0,0,0,2023,Cuiaba
2023-09-15,19:00,Série A,Matchweek 23,Fri,Home,D,2,2,América (MG),1.7,0.4,62.0,8509.0,Walter,4-3-3,Bruno Arleu,Match Report,,19,7,21.7,1.0,1,1,2023,Cuiaba
2023-09-23,21:00,Série A,Matchweek 24,Sat,Away,L,0,1,Atlético Mineiro,0.4,0.6,36.0,,Walter,4-3-3,Rodrigo José Pereira de Lima,Match Report,,9,3,15.0,0.0,0,0,2023,Cuiaba
2023-09-30,17:30,Série A,Matchweek 25,Sat,Home,W,3,0,Fluminense,1.2,0.2,60.0,,Walter,4-3-3,Paulo Zanovelli,Match Report,,17,6,20.4,1.0,0,0,2023,Cuiaba
2023-10-14,20:00,Série A,Matchweek 26,Sat,Home,D,0,0,Cruzeiro,0.9,0.5,49.0,,Walter,4-3-3,Rodrigo José Pereira de Lima,Match Report,,10,2,15.9,1.0,0,0,2023,Cuiaba
2023-10-18,20:00,Série A,Matchweek 27,Wed,Away,W,3,0,Coritiba,0.4,1.4,37.0,20873.0,Walter,4-3-3,Denis da Silva Ribeiro Serafim,Match Report,,8,6,17.1,1.0,0,0,2023,Cuiaba
2023-10-21,17:30,Série A,Matchweek 28,Sat,Home,D,1,1,Goiás,1.3,1.8,59.0,,Walter,4-3-3,Anderson Daronco,Match Report,,16,5,17.0,0.0,0,0,2023,Cuiaba
2023-10-25,20:30,Série A,Matchweek 29,Wed,Home,L,0,1,Corinthians,0.6,1.4,49.0,,Walter,4-3-3,André Luiz Skettino Policarpo Bento,Match Report,,18,2,20.5,1.0,0,0,2023,Cuiaba
2023-10-29,20:00,Série A,Matchweek 30,Sun,Away,W,1,0,Botafogo (RJ),1.1,2.0,33.0,30659.0,Walter,4-3-3,Wilton Pereira Sampaio,Match Report,,6,1,23.5,0.0,0,0,2023,Cuiaba
2023-11-02,16:00,Série A,Matchweek 31,Thu,Home,L,0,2,Vasco da Gama,0.6,1.4,51.0,,Marllon Borges,4-3-3,Ramon Abatti,Match Report,,13,2,22.8,0.0,0,0,2023,Cuiaba
2023-11-06,21:00,Série A,Matchweek 32,Mon,Away,D,0,0,Santos,0.5,0.1,40.0,,Walter,5-4-1,Savio Pereira,Match Report,,7,0,12.8,0.0,0,0,2023,Cuiaba
2023-11-09,20:00,Série A,Matchweek 33,Thu,Away,W,3,0,Bahia,2.0,0.7,38.0,,Walter,3-4-3,Felipe Fernandes de Lima,Match Report,,10,5,18.3,1.0,1,1,2023,Cuiaba
2023-11-12,17:30,Série A,Matchweek 34,Sun,Home,W,2,1,Fortaleza,1.6,0.5,36.0,,Walter,3-4-3,Caio Max Augusto Vieira,Match Report,,6,3,18.2,0.0,1,1,2023,Cuiaba
2023-11-26,18:30,Série A,Matchweek 35,Sun,Away,D,0,0,São Paulo,0.1,0.8,38.0,,Walter,3-4-3,Paulo Zanovelli,Match Report,,3,0,19.9,0.0,0,0,2023,Cuiaba
2023-11-29,19:00,Série A,Matchweek 36,Wed,Home,L,0,2,Internacional,0.6,1.4,45.0,,Walter,3-4-3,Dyorgines José Padovani Andrade,Match Report,,10,1,16.5,1.0,0,0,2023,Cuiaba
2023-12-03,16:00,Série A,Matchweek 37,Sun,Away,L,1,2,Flamengo,0.8,1.5,32.0,,Marllon Borges,3-4-3,Rodrigo José Pereira de Lima,Match Report,,1,0,35.9,0.0,1,1,2023,Cuiaba
2023-12-06,20:30,Série A,Matchweek 38,Wed,Home,W,3,0,Ath Paranaense,2.4,1.0,44.0,9689.0,Uendel,5-3-2,Paulo Belence Alves dos Prazeres Filho,Match Report,,13,5,19.8,1.0,1,1,2023,Cuiaba
2023-04-06,19:00,Libertadores,Group stage,Thu,Away,W,3,0,uy Liverpool,1.8,0.8,57.0,2348.0,Cássio,4-1-2-1-2◆,Andrés Rojas,Match Report,,12,6,17.1,0.0,0,0,2023,Corinthians
2023-04-16,16:00,Série A,Matchweek 1,Sun,Home,W,2,1,Cruzeiro,1.5,0.5,40.0,41304.0,Cássio,4-2-3-1,Anderson Daronco,Match Report,,12,7,20.7,0.0,0,0,2023,Corinthians
2023-04-19,21:30,Libertadores,Group stage,Wed,Home,L,0,1,ar Argentinos Jun,0.9,1.0,59.0,40670.0,Cássio,4-3-3,Jesús Valenzuela,Match Report,,18,2,17.3,0.0,0,0,2023,Corinthians
2023-04-23,19:00,Série A,Matchweek 2,Sun,Away,L,1,3,Goiás,0.5,1.2,48.0,8508.0,Cássio,4-2-3-1,Bruno Arleu de Araujo,Match Report,,10,2,19.5,2.0,0,0,2023,Corinthians
2023-04-29,18:30,Série A,Matchweek 3,Sat,Away,L,1,2,Palmeiras,0.5,1.4,46.0,41457.0,Cássio,4-2-3-1,Wilton Sampaio,Match Report,,10,2,23.7,1.0,0,0,2023,Corinthians
2023-05-02,21:00,Libertadores,Group stage,Tue,Home,L,1,2,ec Independiente,2.4,0.7,53.0,39984.0,Cássio,4-2-3-1,Piero Maza,Match Report,,18,6,14.2,0.0,0,0,2023,Corinthians
2023-05-08,20:00,Série A,Matchweek 4,Mon,Home,D,1,1,Fortaleza,1.5,0.8,49.0,36512.0,Cássio,4-2-3-1,Ramon Abatti Abel,Match Report,,21,8,20.3,1.0,0,0,2023,Corinthians
2023-05-11,19:30,Série A,Matchweek 5,Thu,Away,L,0,3,Botafogo (RJ),0.6,2.6,47.0,22388.0,Cássio,4-1-4-1,Anderson Daronco,Match Report,,12,4,20.6,1.0,0,0,2023,Corinthians
2023-05-14,16:00,Série A,Matchweek 6,Sun,Home,D,1,1,São Paulo,0.9,0.9,34.0,41118.0,Cássio,4-1-4-1,Bruno Arleu de Araujo,Match Report,,6,2,30.0,0.0,1,1,2023,Corinthians
2023-05-21,16:00,Série A,Matchweek 7,Sun,Away,L,0,1,Flamengo,1.2,0.6,36.0,64871.0,Cássio,4-4-2,Rafael Rodrigo Klein,Match Report,,15,3,16.4,0.0,0,0,2023,Corinthians
2023-05-24,21:30,Libertadores,Group stage,Wed,Away,D,0,0,ar Argentinos Jun,0.4,0.5,40.0,21830.0,Gil,4-4-2,Carlos Ortega,Match Report,,4,0,15.4,0.0,0,0,2023,Corinthians
2023-05-28,16:00,Série A,Matchweek 8,Sun,Home,W,2,0,Fluminense,1.4,1.3,30.0,34624.0,Cássio,4-4-2,Leandro Pedro Vuaden,Match Report,,14,4,21.4,0.0,0,0,2023,Corinthians
2023-06-03,18:30,Série A,Matchweek 9,Sat,Away,L,0,2,América (MG),1.2,1.4,70.0,6701.0,Cássio,3-4-3,Anderson Daronco,Match Report,,5,2,24.4,0.0,0,1,2023,Corinthians
2023-06-07,17:00,Libertadores,Group stage,Wed,Away,L,0,3,ec Independiente,0.2,1.3,45.0,,Cássio,3-4-1-2,Alexis Herrera,Match Report,,3,1,13.9,0.0,0,0,2023,Corinthians
2023-06-10,18:30,Série A,Matchweek 10,Sat,Home,D,1,1,Cuiabá,1.4,0.7,61.0,40512.0,Cássio,3-4-1-2,André Luiz Skettino Policarpo Bento,Match Report,,24,7,18.7,0.0,0,0,2023,Corinthians
2023-06-21,20:00,Série A,Matchweek 11,Wed,Away,W,2,0,Santos,1.3,0.8,49.0,12499.0,Cássio,4-1-4-1,Leandro Pedro Vuaden,Match Report,,10,4,16.0,1.0,0,0,2023,Corinthians
2023-06-24,16:00,Série A,Matchweek 12,Sat,Away,L,0,1,Ath Paranaense,0.9,2.7,65.0,30144.0,Cássio,4-1-4-1,Wagner do Nascimento Magalhães,Match Report,,12,3,18.2,1.0,0,0,2023,Corinthians
2023-06-28,21:30,Libertadores,Group stage,Wed,Home,W,3,0,uy Liverpool,2.9,1.6,61.0,,Fábio Santos,4-1-4-1,Ángel Arteaga,Match Report,,14,8,12.8,0.0,0,0,2023,Corinthians
2023-07-02,11:00,Série A,Matchweek 13,Sun,Home,L,0,1,Bragantino,0.6,0.9,42.0,42404.0,Cássio,4-3-3,Edina Alves Batista,Match Report,,12,4,19.1,1.0,0,0,2023,Corinthians
2023-07-08,18:30,Série A,Matchweek 14,Sat,Away,W,1,0,Atlético Mineiro,0.8,1.4,41.0,21086.0,Cássio,5-3-2,Rodrigo José Pereira de Lima,Match Report,,8,2,18.3,1.0,0,0,2023,Corinthians
2023-07-11,21:30,Sudamericana,Knockout round play-offs,Tue,Home,W,1,0,pe Universitario,,,66.0,,Giuliano de Paula,4-3-3,Jesús Valenzuela,Match Report,Leg 1 of 2,15,5,,,0,0,2023,Corinthians
2023-07-18,19:30,Sudamericana,Knockout round play-offs,Tue,Away,W,2,1,pe Universitario,,,45.0,46811.0,Giuliano de Paula,5-3-2,Wilmar Roldán,Match Report,Leg 2 of 2; Corinthians won,7,5,,,0,0,2023,Corinthians
2023-07-22,18:30,Série A,Matchweek 16,Sat,Away,D,0,0,Bahia,0.1,1.4,41.0,43716.0,Cássio,3-4-3,André Luiz Skettino Policarpo Bento,Match Report,,5,1,26.4,2.0,0,0,2023,Corinthians
2023-07-29,18:30,Série A,Matchweek 17,Sat,Home,W,3,1,Vasco da Gama,1.3,1.7,55.0,,Cássio,4-3-3,Leandro Pedro Vuaden,Match Report,,11,5,22.7,0.0,1,1,2023,Corinthians
2023-08-01,21:30,Sudamericana,Round of 16,Tue,Home,W,2,1,ar Newell's OB,,,56.0,,Cássio,4-3-3,Gustavo Tejera,Match Report,Leg 1 of 2,10,6,,,1,1,2023,Corinthians
2023-08-05,18:30,Série A,Matchweek 18,Sat,Away,D,2,2,Internacional,1.1,1.5,45.0,22509.0,Cássio,4-3-3,Wagner do Nascimento Magalhães,Match Report,,8,2,22.4,0.0,1,1,2023,Corinthians
2023-08-08,21:30,Sudamericana,Round of 16,Tue,Away,D,0,0,ar Newell's OB,,,42.0,,Cássio,4-3-3,Andrés Rojas,Match Report,Leg 2 of 2; Corinthians won,7,2,,,0,0,2023,Corinthians
2023-08-13,16:00,Série A,Matchweek 19,Sun,Home,W,3,1,Coritiba,2.4,0.8,54.0,42171.0,Cássio,4-2-3-1,Ramon Abatti Abel,Match Report,,17,8,17.3,1.0,0,0,2023,Corinthians
2023-08-19,21:00,Série A,Matchweek 20,Sat,Away,D,1,1,Cruzeiro,0.6,2.0,55.0,36202.0,Cássio,4-3-3,Rafael Rodrigo Klein,Match Report,,5,2,15.0,0.0,0,0,2023,Corinthians
2023-08-22,21:30,Sudamericana,Quarter-finals,Tue,Home,W,1,0,ar Estudiantes,,,45.0,35572.0,Cássio,4-2-3-1,Jesús Valenzuela,Match Report,Leg 1 of 2,10,2,,,0,0,2023,Corinthians
2023-08-26,21:00,Série A,Matchweek 21,Sat,Home,D,1,1,Goiás,1.0,1.8,65.0,37316.0,Cássio,4-3-3,Paulo Cesar Zanovelli da Silva,Match Report,,20,7,16.9,0.0,0,0,2023,Corinthians
2023-08-29,21:30,Sudamericana,Quarter-finals,Tue,Away,L,0 (3),1 (2),ar Estudiantes,,,37.0,23082.0,Cássio,4-2-3-1,Wilmar Roldán,Match Report,Leg 2 of 2; Corinthians won; Corinthians won on penalty kicks following extra time,7,1,,,0,0,2023,Corinthians
2023-09-03,16:00,Série A,Matchweek 22,Sun,Home,D,0,0,Palmeiras,0.8,0.7,43.0,44371.0,Cássio,4-2-3-1,Anderson Daronco,Match Report,,6,2,21.4,0.0,0,0,2023,Corinthians
2023-09-14,19:00,Série A,Matchweek 23,Thu,Away,L,1,2,Fortaleza,0.4,2.6,48.0,32690.0,Cássio,3-4-1-2,Rodrigo José Pereira de Lima,Match Report,,6,2,13.9,0.0,0,0,2023,Corinthians
2023-09-18,21:00,Série A,Matchweek 15,Mon,Home,D,4,4,Grêmio,1.8,1.1,54.0,35796.0,Cássio,4-1-4-1,Wilton Sampaio,Match Report,,20,7,21.1,1.0,1,1,2023,Corinthians
2023-09-22,20:00,Série A,Matchweek 24,Fri,Home,W,1,0,Botafogo (RJ),1.1,0.5,66.0,,Cássio,4-2-3-1,Paulo Zanovelli,Match Report,,19,5,19.9,1.0,0,0,2023,Corinthians
2023-09-26,21:30,Sudamericana,Semi-finals,Tue,Home,D,1,1,br Fortaleza,,,68.0,42196.0,Cássio,4-1-4-1,Esteban Ostojich,Match Report,Leg 1 of 2,12,6,,,0,0,2023,Corinthians
2023-09-30,18:30,Série A,Matchweek 25,Sat,Away,L,1,2,São Paulo,0.2,2.3,46.0,,Cássio,4-2-3-1,Flavio Rodrigues de Souza,Match Report,,6,2,22.0,0.0,0,0,2023,Corinthians
2023-10-03,21:30,Sudamericana,Semi-finals,Tue,Away,L,0,2,br Fortaleza,,,58.0,60151.0,Cássio,4-1-4-1,Andrés Rojas,Match Report,Leg 2 of 2; Fortaleza won,10,3,,,0,0,2023,Corinthians
2023-10-07,21:00,Série A,Matchweek 26,Sat,Home,D,1,1,Flamengo,1.0,0.9,43.0,,Cássio,4-2-3-1,Anderson Daronco,Match Report,,13,4,26.4,1.0,1,1,2023,Corinthians
2023-10-19,21:30,Série A,Matchweek 27,Thu,Away,D,3,3,Fluminense,2.1,1.9,25.0,35096.0,Cássio,4-1-4-1,Paulo Zanovelli,Match Report,,6,2,14.4,0.0,1,1,2023,Corinthians
2023-10-22,18:30,Série A,Matchweek 28,Sun,Home,D,1,1,América (MG),1.3,0.7,70.0,38121.0,Cássio,4-1-4-1,Yuri Elino Ferreira da Cruz,Match Report,,20,6,19.7,0.0,0,0,2023,Corinthians
2023-10-25,20:30,Série A,Matchweek 29,Wed,Away,W,1,0,Cuiabá,1.4,0.6,51.0,,Cássio,4-2-3-1,André Luiz Skettino Policarpo Bento,Match Report,,9,5,15.3,0.0,0,0,2023,Corinthians
2023-10-29,18:30,Série A,Matchweek 30,Sun,Home,D,1,1,Santos,1.2,1.3,61.0,,Cássio,4-2-3-1,Anderson Daronco,Match Report,,17,7,15.9,0.0,0,0,2023,Corinthians
2023-11-01,19:00,Série A,Matchweek 31,Wed,Home,W,1,0,Ath Paranaense,1.0,0.8,45.0,,Cássio,4-2-3-1,Leandro Pedro Vuaden,Match Report,,12,3,20.8,0.0,0,0,2023,Corinthians
2023-11-05,16:00,Série A,Matchweek 32,Sun,Away,L,0,1,Bragantino,0.3,1.1,46.0,,Cássio,4-2-3-1,Raphael Claus,Match Report,,9,2,27.0,1.0,0,0,2023,Corinthians
2023-11-09,19:00,Série A,Matchweek 33,Thu,Home,D,1,1,Atlético Mineiro,1.5,1.1,40.0,30348.0,Cássio,4-2-3-1,Braulio da Silva Machado,Match Report,,15,9,14.6,1.0,0,0,2023,Corinthians
2023-11-12,16:00,Série A,Matchweek 34,Sun,Away,W,1,0,Grêmio,0.6,1.4,27.0,49459.0,Cássio,3-4-1-2,Rodrigo José Pereira de Lima,Match Report,,10,4,25.1,0.0,0,0,2023,Corinthians
2023-11-24,21:00,Série A,Matchweek 35,Fri,Home,L,1,5,Bahia,0.9,2.7,65.0,,Cássio,4-2-3-1,Marcelo de Lima Henrique,Match Report,,14,4,18.4,1.0,0,0,2023,Corinthians
2023-11-28,21:30,Série A,Matchweek 36,Tue,Away,W,4,2,Vasco da Gama,1.4,1.4,47.0,20220.0,Cássio,4-2-3-1,Savio Pereira,Match Report,,14,5,15.3,0.0,0,0,2023,Corinthians
2023-12-02,18:00,Série A,Matchweek 37,Sat,Home,L,1,2,Internacional,1.8,1.0,50.0,40583.0,Fábio Santos,4-4-2,Caio Max Augusto Vieira,Match Report,,9,2,12.8,0.0,0,0,2023,Corinthians
2023-12-06,21:30,Série A,Matchweek 38,Wed,Away,W,2,0,Coritiba,0.9,0.6,55.0,,Gil,4-3-3,Jonathan Benkenstein Pinheiro,Match Report,,13,6,18.1,0.0,0,0,2023,Corinthians
2023-04-16,16:00,Série A,Matchweek 1,Sun,Away,L,1,2,Corinthians,0.5,1.5,60.0,41304.0,Rafael Cabral,4-2-3-1,Anderson Daronco,Match Report,,8,2,20.7,0.0,0,0,2023,Cruzeiro
2023-04-22,21:00,Série A,Matchweek 2,Sat,Home,W,1,0,Grêmio,1.5,0.8,49.0,21605.0,Rafael Cabral,4-2-3-1,Flavio Rodrigues de Souza,Match Report,,21,6,17.1,0.0,0,0,2023,Cruzeiro
2023-04-29,18:30,Série A,Matchweek 3,Sat,Away,W,3,0,Bragantino,2.0,1.5,54.0,4829.0,Rafael Cabral,4-2-3-1,Braulio da Silva Machado,Match Report,,18,5,19.0,1.0,0,0,2023,Cruzeiro
2023-05-06,16:00,Série A,Matchweek 4,Sat,Home,W,2,1,Santos,1.6,1.0,55.0,21191.0,Rafael Cabral,4-2-3-1,Bruno Arleu de Araujo,Match Report,,10,3,18.8,1.0,0,0,2023,Cruzeiro
2023-05-10,21:30,Série A,Matchweek 5,Wed,Home,L,0,2,Fluminense,2.1,1.2,48.0,51846.0,Rafael Cabral,4-2-3-1,Flavio de Souza,Match Report,,26,5,20.5,0.0,0,1,2023,Cruzeiro
2023-05-14,18:30,Série A,Matchweek 6,Sun,Away,W,4,0,América (MG),2.6,1.3,52.0,4295.0,Rafael Cabral,4-3-3,Wilton Sampaio,Match Report,,16,8,15.0,1.0,0,0,2023,Cruzeiro
2023-05-22,20:00,Série A,Matchweek 7,Mon,Home,L,0,1,Cuiabá,1.2,1.2,65.0,15722.0,Rafael Cabral,4-3-3,Savio Pereira,Match Report,,15,8,19.4,1.0,0,0,2023,Cruzeiro
2023-05-27,18:30,Série A,Matchweek 8,Sat,Away,D,1,1,Flamengo,1.2,2.0,38.0,65270.0,Rafael Cabral,4-3-3,Luiz Flávio de Oliveira,Match Report,,18,6,19.2,0.0,0,0,2023,Cruzeiro
2023-06-03,18:30,Série A,Matchweek 9,Sat,Home,L,0,1,Atlético Mineiro,1.8,0.6,64.0,34344.0,Rafael Cabral,4-3-3,Savio Pereira,Match Report,,19,5,16.5,2.0,0,0,2023,Cruzeiro
2023-06-10,18:30,Série A,Matchweek 10,Sat,Away,D,2,2,Bahia,2.4,1.4,52.0,34019.0,Rafael Cabral,4-3-3,Rodrigo José Pereira de Lima,Match Report,,15,7,16.7,1.0,0,0,2023,Cruzeiro
2023-06-21,19:00,Série A,Matchweek 11,Wed,Home,L,0,1,Fortaleza,1.1,1.8,67.0,28494.0,Rafael Cabral,4-3-3,Bruno Arleu de Araujo,Match Report,,12,3,19.4,1.0,0,0,2023,Cruzeiro
2023-06-24,21:00,Série A,Matchweek 12,Sat,Home,W,1,0,São Paulo,0.5,1.4,31.0,17478.0,Rafael Cabral,4-3-3,Ramon Abatti,Match Report,,6,0,15.3,0.0,0,0,2023,Cruzeiro
